ID,MatchID,EventType,MinuteRenormalized,TweetCountPercentage,EventProportion
3_7.0,3,1,0.05426356589147287,0.16013485040033712,0.015424164524421594
3_8.0,3,1,0.06201550387596899,0.13190054782975136,0.031055900621118012
3_9.0,3,0,0.06976744186046512,0.1525495153813738,0.013477088948787063
3_10.0,3,1,0.07751937984496124,0.17193426042983564,0.011990407673860911
3_11.0,3,0,0.08527131782945736,0.12557943531394858,0.026058631921824105
3_12.0,3,0,0.09302325581395349,0.09818794774546986,0.02066115702479339
3_13.0,3,0,0.10077519379844961,0.09523809523809523,0.01276595744680851
3_14.0,3,0,0.10852713178294573,0.08259587020648967,0.004878048780487805
3_15.0,3,0,0.11627906976744186,0.0762747576906869,0.031578947368421054
3_16.0,3,0,0.12403100775193798,0.08091024020227561,0.014925373134328358
3_17.0,3,0,0.13178294573643412,0.08091024020227561,0.009950248756218905
3_18.0,3,0,0.13953488372093023,0.08006742520016856,0.0
3_19.0,3,0,0.14728682170542637,0.0762747576906869,0.005263157894736842
3_20.0,3,0,0.15503875968992248,0.07922461019806153,0.015228426395939087
3_21.0,3,0,0.16279069767441862,0.09523809523809523,0.02553191489361702
3_22.0,3,0,0.17054263565891473,0.06658238516645597,0.03592814371257485
3_23.0,3,0,0.17829457364341086,0.08217446270543616,0.0392156862745098
3_24.0,3,0,0.18604651162790697,0.06658238516645597,0.03592814371257485
3_25.0,3,0,0.1937984496124031,0.06911083017277707,0.05202312138728324
3_26.0,3,0,0.20155038759689922,0.08807416772018542,0.009174311926605505
3_27.0,3,0,0.20930232558139536,0.06573957016434892,0.04242424242424243
3_28.0,3,1,0.21705426356589147,0.1344289928360725,0.051829268292682924
3_29.0,3,1,0.2248062015503876,0.28487147071217866,0.058394160583941604
3_30.0,3,1,0.23255813953488372,0.23767383059418457,0.07155322862129145
3_31.0,3,1,0.24031007751937986,0.13864306784660768,0.0621301775147929
3_32.0,3,0,0.24806201550387597,0.1146228402865571,0.0498220640569395
3_33.0,3,0,0.2558139534883721,0.10872313527180784,0.052434456928838954
3_34.0,3,0,0.26356589147286824,0.0986093552465234,0.037037037037037035
3_35.0,3,0,0.2713178294573643,0.07964601769911504,0.05555555555555555
3_36.0,3,0,0.27906976744186046,0.054782975136957436,0.04316546762589928
3_37.0,3,0,0.2868217054263566,0.06026127265065318,0.039473684210526314
3_38.0,3,0,0.29457364341085274,0.08512431521281079,0.052132701421800945
3_39.0,3,0,0.3023255813953488,0.058997050147492625,0.04697986577181208
3_40.0,3,1,0.31007751937984496,0.3480825958702065,0.4239520958083832
3_41.0,3,1,0.3178294573643411,0.7770754319426886,0.45223961144090663
3_42.0,3,1,0.32558139534883723,0.6253687315634219,0.3811118553248493
3_43.0,3,1,0.3333333333333333,0.32616940581542353,0.3269476372924649
3_44.0,3,1,0.34108527131782945,0.26464391066160975,0.2260596546310832
3_45.0,3,1,0.3488372093023256,0.17446270543615677,0.20094562647754138
3_46.0,3,1,0.35658914728682173,0.15802781289506954,0.22135416666666666
3_47.0,3,1,0.3643410852713178,0.1500210703750527,0.2219178082191781
3_48.0,3,1,0.37209302325581395,0.13105773282764432,0.203125
3_49.0,3,1,0.3798449612403101,0.1390644753476612,0.1710914454277286
3_50.0,3,0,0.3875968992248062,0.15381373788453434,0.16042780748663102
3_51.0,3,0,0.3953488372093023,0.09945217024863043,0.1510204081632653
3_52.0,3,0,0.40310077519379844,0.0965023177412558,0.1134453781512605
3_53.0,3,0,0.4108527131782946,0.11757269279393173,0.19444444444444445
3_54.0,3,0,0.4186046511627907,0.09144542772861357,0.12389380530973451
3_55.0,3,0,0.4263565891472868,0.11757269279393173,0.25
3_56.0,3,1,0.43410852713178294,0.13400758533501897,0.21406727828746178
3_57.0,3,1,0.4418604651162791,0.14707121786767804,0.21508379888268156
3_58.0,3,1,0.4496124031007752,0.11630847029077118,0.1824561403508772
3_59.0,3,1,0.4573643410852713,0.10450906026127266,0.19455252918287938
3_60.0,3,1,0.46511627906976744,0.10324483775811209,0.16929133858267717
3_61.0,3,1,0.4728682170542636,0.08006742520016856,0.17587939698492464
3_62.0,3,1,0.4806201550387597,0.22966708807416772,0.27978339350180503
3_63.0,3,1,0.4883720930232558,0.1415929203539823,0.2927536231884058
3_64.0,3,1,0.49612403100775193,0.10493046776232617,0.26744186046511625
3_65.0,3,0,0.5038759689922481,0.09945217024863043,0.2
3_66.0,3,0,0.5116279069767442,0.09608091024020228,0.1940928270042194
3_67.0,3,0,0.5193798449612403,0.07121786767804467,0.20224719101123595
3_68.0,3,0,0.5271317829457365,0.08259587020648967,0.15121951219512195
3_69.0,3,0,0.5348837209302325,0.08217446270543616,0.12254901960784313
3_70.0,3,0,0.5426356589147286,0.061946902654867256,0.10897435897435898
3_71.0,3,0,0.5503875968992248,0.06152549515381374,0.14193548387096774
3_72.0,3,0,0.5581395348837209,0.07796038769490098,0.10309278350515463
3_73.0,3,1,0.5658914728682171,0.0943952802359882,0.12875536480686695
3_74.0,3,1,0.5736434108527132,0.07922461019806153,0.116751269035533
3_75.0,3,1,0.5813953488372093,0.052675937631689845,0.05970149253731343
3_76.0,3,0,0.5891472868217055,0.061946902654867256,0.12179487179487179
3_77.0,3,1,0.5968992248062015,0.06616097766540244,0.06626506024096386
3_78.0,3,0,0.6046511627906976,0.067425200168563,0.08875739644970414
3_79.0,3,0,0.6124031007751938,0.06784660766961652,0.07058823529411765
3_80.0,3,0,0.6201550387596899,0.06658238516645597,0.10179640718562874
3_81.0,3,0,0.627906976744186,0.08259587020648967,0.03902439024390244
3_82.0,3,0,0.6356589147286822,0.07163927517909818,0.0893854748603352
3_83.0,3,1,0.6434108527131783,0.18836915297092288,0.1337719298245614
3_84.0,3,1,0.6511627906976745,0.4062368310155921,0.14902363823227133
3_85.0,3,1,0.6589147286821705,1.0,0.14987405541561713
3_86.0,3,1,0.6666666666666666,0.8272229245680573,0.18914807302231237
3_87.0,3,1,0.6744186046511628,0.8171091445427728,0.20071868583162217
3_88.0,3,1,0.6821705426356589,0.7083860092709651,0.17633136094674556
3_89.0,3,1,0.689922480620155,0.7231352718078382,0.16579710144927537
3_90.0,3,0,0.6976744186046512,0.4517488411293721,0.17853839037927843
3_91.0,3,0,0.7054263565891473,0.46228402865571006,0.19349005424954793
3_92.0,3,0,0.7131782945736435,0.3531394858828487,0.2089728453364817
3_93.0,3,0,0.7209302325581395,0.3472397808680995,0.226890756302521
3_94.0,3,0,0.7286821705426356,0.3729456384323641,0.22706935123042504
3_95.0,3,0,0.7364341085271318,0.32448377581120946,0.21309370988446727
3_96.0,3,0,0.7441860465116279,0.2587442056468605,0.20224719101123595
3_97.0,3,0,0.751937984496124,0.2747576906868942,0.21482602118003025
3_98.0,3,0,0.7596899224806202,0.23725242309313105,0.1993006993006993
3_99.0,3,0,0.7674418604651163,0.23725242309313105,0.20454545454545456
3_100.0,3,0,0.7751937984496124,0.20058997050147492,0.17525773195876287
3_101.0,3,0,0.7829457364341085,0.16224188790560473,0.22842639593908629
3_102.0,3,0,0.7906976744186046,0.18921196797302992,0.21179039301310043
3_103.0,3,0,0.7984496124031008,0.1841550779603877,0.19730941704035873
3_104.0,3,0,0.8062015503875969,0.23261694058154236,0.1711229946524064
3_105.0,3,0,0.813953488372093,0.23303834808259588,0.19572953736654805
3_106.0,3,1,0.8217054263565892,0.5153813737884534,0.1038961038961039
3_107.0,3,0,0.8294573643410853,0.42140750105351876,0.1288404360753221
3_108.0,3,1,0.8372093023255814,0.8331226295828066,0.1107754279959718
3_109.0,3,1,0.8449612403100775,0.9224610198061526,0.1392174704276615
3_110.0,3,1,0.8527131782945736,0.7126000842815002,0.14882352941176472
3_111.0,3,1,0.8604651162790697,0.45132743362831856,0.12962962962962962
3_112.0,3,1,0.8682170542635659,0.39275179098187946,0.12221041445270989
3_113.0,3,1,0.875968992248062,0.30299199325748,0.10851648351648352
3_114.0,3,1,0.8837209302325582,0.24820901812052254,0.1354515050167224
3_115.0,3,0,0.8914728682170543,0.23472397808680995,0.127208480565371
3_116.0,3,0,0.8992248062015504,0.18921196797302992,0.09388646288209607
3_117.0,3,0,0.9069767441860465,0.2203961230509903,0.10150375939849623
3_118.0,3,1,0.9147286821705426,0.2553729456384324,0.11219512195121951
3_119.0,3,0,0.9224806201550387,0.21955330804888326,0.08490566037735849
3_120.0,3,1,0.9302325581395349,0.2692793931731985,0.11265432098765432
3_121.0,3,1,0.937984496124031,0.21070375052675938,0.07465618860510806
3_122.0,3,1,0.9457364341085271,0.27939317319848295,0.05357142857142857
3_123.0,3,1,0.9534883720930233,0.5368731563421829,0.03507404520654715
3_124.0,3,1,0.9612403100775194,0.6835229667088074,0.04966278356836297
3_125.0,3,1,0.9689922480620154,0.5899705014749262,0.0482611781405252
3_126.0,3,1,0.9767441860465116,0.49093973872734936,0.056218057921635436
3_127.0,3,1,0.9844961240310077,0.3906447534766119,0.050213675213675216
3_128.0,3,1,0.9922480620155039,0.29835651074589126,0.05578800557880056
3_129.0,3,1,1.0,0.2402022756005057,0.05699481865284974
3_130.0,3,1,1.0077519379844961,0.0,0.0
4_0.0,4,0,0.0,0.12761904761904763,0.018808777429467086
4_1.0,4,0,0.007751937984496124,0.1271957671957672,0.020440251572327043
4_2.0,4,0,0.015503875968992248,0.18222222222222223,0.020089285714285716
4_3.0,4,0,0.023255813953488372,0.21714285714285714,0.01885014137606032
4_4.0,4,1,0.031007751937984496,0.24613756613756613,0.015859766277128547
4_5.0,4,0,0.03875968992248062,0.2797883597883598,0.022844509948415623
4_6.0,4,1,0.046511627906976744,0.3208465608465608,0.013539651837524178
4_7.0,4,1,0.05426356589147287,0.3729100529100529,0.017807456872565387
4_8.0,4,0,0.06201550387596899,0.3261375661375661,0.01713197969543147
4_9.0,4,0,0.06976744186046512,0.3504761904761905,0.01655824955647546
4_10.0,4,1,0.07751937984496124,0.4516402116402116,0.01751959428307976
4_11.0,4,1,0.08527131782945736,0.36232804232804233,0.014882655981682884
4_12.0,4,0,0.09302325581395349,0.2852910052910053,0.015184381778741865
4_13.0,4,0,0.10077519379844961,0.2679365079365079,0.013066871637202153
4_14.0,4,0,0.10852713178294573,0.2554497354497354,0.01288244766505636
4_15.0,4,0,0.11627906976744186,0.25164021164021166,0.02696078431372549
4_16.0,4,0,0.12403100775193798,0.22793650793650794,0.02068345323741007
4_17.0,4,0,0.13178294573643412,0.2057142857142857,0.021847070506454815
4_18.0,4,0,0.13953488372093023,0.18391534391534392,0.024336283185840708
4_19.0,4,1,0.14728682170542637,0.38222222222222224,0.038565996740901685
4_20.0,4,0,0.15503875968992248,0.42243386243386244,0.0241260462826194
4_21.0,4,0,0.16279069767441862,0.42814814814814817,0.026239067055393587
4_22.0,4,0,0.17054263565891473,0.29968253968253966,0.022053756030323914
4_23.0,4,0,0.17829457364341086,0.24232804232804234,0.026271186440677965
4_24.0,4,1,0.18604651162790697,0.47619047619047616,0.017943107221006564
4_25.0,4,0,0.1937984496124031,0.47894179894179895,0.029155787641427327
4_26.0,4,1,0.20155038759689922,0.4586243386243386,0.04041780199818347
4_27.0,4,1,0.20930232558139536,0.9310052910052911,0.07171853856562922
4_28.0,4,1,0.21705426356589147,0.9866666666666667,0.028954651905471578
4_29.0,4,1,0.2248062015503876,1.0,0.032983193277310925
4_30.0,4,1,0.23255813953488372,0.8442328042328042,0.030815109343936383
4_31.0,4,0,0.24031007751937986,0.7868783068783068,0.023714361843858247
4_32.0,4,0,0.24806201550387597,0.6419047619047619,0.02770534550195567
4_33.0,4,0,0.2558139534883721,0.466031746031746,0.030397854269110416
4_34.0,4,0,0.26356589147286824,0.33714285714285713,0.03746928746928747
4_35.0,4,0,0.2713178294573643,0.31915343915343913,0.02268308489954634
4_36.0,4,0,0.27906976744186046,0.30518518518518517,0.033852403520649964
4_37.0,4,0,0.2868217054263566,0.3333333333333333,0.031677018633540374
4_38.0,4,1,0.29457364341085274,0.5646560846560846,0.032926378098409176
4_39.0,4,0,0.3023255813953488,0.4184126984126984,0.03926441351888668
4_40.0,4,0,0.31007751937984496,0.33354497354497353,0.03165735567970205
4_41.0,4,0,0.3178294573643411,0.3468783068783069,0.02867383512544803
4_42.0,4,0,0.32558139534883723,0.35724867724867726,0.03656413232733604
4_43.0,4,0,0.3333333333333333,0.2814814814814815,0.0336996336996337
4_44.0,4,0,0.34108527131782945,0.33121693121693124,0.03625
4_45.0,4,0,0.3488372093023256,0.2713227513227513,0.03416856492027335
4_46.0,4,0,0.35658914728682173,0.2541798941798942,0.03155339805825243
4_47.0,4,0,0.3643410852713178,0.22878306878306878,0.02956989247311828
4_48.0,4,0,0.37209302325581395,0.24931216931216932,0.033800494641384994
4_49.0,4,0,0.3798449612403101,0.3580952380952381,0.049797336421540245
4_50.0,4,1,0.3875968992248062,0.6023280423280424,0.05067684831655675
4_51.0,4,1,0.3953488372093023,0.6556613756613756,0.04915416533673795
4_52.0,4,0,0.40310077519379844,0.433015873015873,0.06727534839019703
4_53.0,4,0,0.4108527131782946,0.31386243386243384,0.05665349143610013
4_54.0,4,0,0.4186046511627907,0.27576719576719577,0.06427503736920777
4_55.0,4,0,0.4263565891472868,0.2596825396825397,0.04992076069730586
4_56.0,4,1,0.43410852713178294,0.40973544973544973,0.08269913749365804
4_57.0,4,1,0.4418604651162791,0.5447619047619048,0.09505557684936758
4_58.0,4,1,0.4496124031007752,0.415026455026455,0.08617234468937876
4_59.0,4,1,0.4573643410852713,0.32042328042328044,0.06520335700451904
4_60.0,4,1,0.46511627906976744,0.26031746031746034,0.07193675889328063
4_61.0,4,1,0.4728682170542636,0.23809523809523808,0.06551724137931035
4_62.0,4,1,0.4806201550387597,0.22793650793650794,0.053057553956834536
4_63.0,4,0,0.4883720930232558,0.21523809523809523,0.05798479087452472
4_64.0,4,0,0.49612403100775193,0.1892063492063492,0.038751345532831
4_65.0,4,1,0.5038759689922481,0.32232804232804235,0.03080872913992298
4_66.0,4,1,0.5116279069767442,0.2982010582010582,0.038781163434903045
4_67.0,4,1,0.5193798449612403,0.21502645502645504,0.04281636536631779
4_68.0,4,1,0.5271317829457365,0.17629629629629628,0.041474654377880185
4_69.0,4,1,0.5348837209302325,0.1784126984126984,0.04555808656036447
4_70.0,4,1,0.5426356589147286,0.171005291005291,0.02965599051008304
4_71.0,4,1,0.5503875968992248,0.1997883597883598,0.05515832482124617
4_72.0,4,0,0.5581395348837209,0.20804232804232803,0.060903732809430254
4_73.0,4,1,0.5658914728682171,0.1966137566137566,0.03112033195020747
4_74.0,4,0,0.5736434108527132,0.21439153439153438,0.04198473282442748
4_75.0,4,1,0.5813953488372093,0.29333333333333333,0.05840957072484166
4_76.0,4,0,0.5891472868217055,0.20486772486772487,0.049850448654037885
4_77.0,4,0,0.5968992248062015,0.2713227513227513,0.044798785117691725
4_78.0,4,0,0.6046511627906976,0.3441269841269841,0.04695966285370259
4_79.0,4,0,0.6124031007751938,0.2450793650793651,0.04694048616932104
4_80.0,4,0,0.6201550387596899,0.21947089947089948,0.04757462686567164
4_81.0,4,0,0.627906976744186,0.32063492063492066,0.05741935483870968
4_82.0,4,0,0.6356589147286822,0.2512169312169312,0.07364975450081833
4_83.0,4,0,0.6434108527131783,0.22201058201058202,0.08118081180811808
4_84.0,4,0,0.6511627906976745,0.1966137566137566,0.061203319502074686
4_85.0,4,0,0.6589147286821705,0.2091005291005291,0.06647116324535679
4_86.0,4,0,0.6666666666666666,0.2402116402116402,0.06324786324786325
4_87.0,4,0,0.6744186046511628,0.23576719576719576,0.08442123585726719
4_88.0,4,1,0.6821705426356589,0.26412698412698415,0.08807482462977397
4_89.0,4,0,0.689922480620155,0.24296296296296296,0.06677937447168217
4_90.0,4,0,0.6976744186046512,0.2201058201058201,0.08465116279069768
4_91.0,4,0,0.7054263565891473,0.1961904761904762,0.062370062370062374
4_92.0,4,0,0.7131782945736435,0.18645502645502646,0.06441048034934498
4_93.0,4,1,0.7209302325581395,0.19005291005291006,0.05787781350482315
4_94.0,4,0,0.7286821705426356,0.19301587301587303,0.050686378035902854
4_95.0,4,1,0.7364341085271318,0.20677248677248677,0.043478260869565216
4_96.0,4,0,0.7441860465116279,0.21587301587301588,0.06350710900473934
4_97.0,4,0,0.751937984496124,0.20507936507936508,0.060756972111553786
4_98.0,4,1,0.7596899224806202,0.3295238095238095,0.06030150753768844
4_99.0,4,0,0.7674418604651163,0.2624338624338624,0.08392156862745098
4_100.0,4,1,0.7751937984496124,0.27386243386243386,0.0782543265613243
4_101.0,4,1,0.7829457364341085,0.5187301587301587,0.05229283990345937
4_102.0,4,1,0.7906976744186046,0.7758730158730158,0.0524182653336936
4_103.0,4,0,0.7984496124031008,0.5013756613756614,0.06530782029950083
4_104.0,4,0,0.8062015503875969,0.36677248677248675,0.060520361990950226
4_105.0,4,0,0.813953488372093,0.3369312169312169,0.07867240319606637
4_106.0,4,0,0.8217054263565892,0.5525925925925926,0.05971277399848828
4_107.0,4,1,0.8294573643410853,0.8264550264550264,0.05939086294416244
4_108.0,4,1,0.8372093023255814,0.819047619047619,0.0824583866837388
4_109.0,4,1,0.8449612403100775,0.6298412698412699,0.07638658253072068
4_110.0,4,0,0.8527131782945736,0.5246560846560847,0.07796340493237867
4_111.0,4,0,0.8604651162790697,0.4526984126984127,0.07405703771849126
4_112.0,4,0,0.8682170542635659,0.3496296296296296,0.07053941908713693
4_113.0,4,0,0.875968992248062,0.37671957671957673,0.07493112947658402
4_114.0,4,1,0.8837209302325582,0.5405291005291005,0.02549246813441483
4_115.0,4,1,0.8914728682170543,0.802962962962963,0.02768346826847741
4_116.0,4,1,0.8992248062015504,0.7202116402116402,0.06689936009307737
4_117.0,4,0,0.9069767441860465,0.6670899470899471,0.07530593034201444
4_118.0,4,1,0.9147286821705426,0.5585185185185185,0.07142857142857142
4_119.0,4,0,0.9224806201550387,0.4685714285714286,0.09337483325922633
4_120.0,4,1,0.9302325581395349,0.5796825396825397,0.0684931506849315
4_121.0,4,1,0.937984496124031,0.7121693121693121,0.05617647058823529
4_122.0,4,1,0.9457364341085271,0.6198941798941799,0.06815114709851552
4_123.0,4,1,0.9534883720930233,0.5252910052910053,0.06793802145411204
4_124.0,4,1,0.9612403100775194,0.48232804232804233,0.06611927398444252
4_125.0,4,0,0.9689922480620154,0.48232804232804233,0.0682800345721694
4_126.0,4,1,0.9767441860465116,0.4990476190476191,0.08023401587964897
4_127.0,4,1,0.9844961240310077,0.47873015873015873,0.1023073574227253
4_128.0,4,0,0.9922480620155039,0.4634920634920635,0.11280898876404494
4_129.0,4,1,1.0,0.5534391534391534,0.1769811320754717
4_130.0,4,1,1.0077519379844961,0.522962962962963,0.16320830007980847
4_131.0,4,1,1.0155038759689923,0.4819047619047619,0.15657439446366783
4_132.0,4,1,1.0232558139534884,0.46984126984126984,0.13924611973392462
4_133.0,4,1,1.0310077519379846,0.4270899470899471,0.1164150024354603
4_134.0,4,1,1.0387596899224807,0.3837037037037037,0.11093073593073594
4_135.0,4,1,1.0465116279069768,0.36232804232804233,0.11734401831711505
4_136.0,4,0,1.054263565891473,0.3271957671957672,0.105629348513599
4_137.0,4,0,1.062015503875969,0.2992592592592593,0.09592822636300898
4_138.0,4,1,1.069767441860465,0.3817989417989418,0.09679173463839043
4_139.0,4,1,1.0775193798449612,0.30306878306878304,0.1111111111111111
4_140.0,4,0,1.0852713178294573,0.26116402116402115,0.09062253743104808
4_141.0,4,0,1.0930232558139534,0.22814814814814816,0.09883198562443846
4_142.0,4,1,1.1007751937984496,0.2524867724867725,0.09201954397394137
4_143.0,4,1,1.1085271317829457,0.3568253968253968,0.12260313771063336
4_144.0,4,1,1.1162790697674418,0.362962962962963,0.10685714285714286
4_145.0,4,1,1.124031007751938,0.30984126984126986,0.09606404269513008
4_146.0,4,0,1.1317829457364341,0.22793650793650794,0.09622302158273381
4_147.0,4,0,1.1395348837209303,0.23534391534391536,0.10897994768962511
4_148.0,4,0,1.1472868217054264,0.21227513227513228,0.11464354527938343
4_149.0,4,0,1.1550387596899225,0.19682539682539682,0.0849740932642487
4_150.0,4,0,1.1627906976744187,0.19555555555555557,0.08550573514077164
4_151.0,4,0,1.1705426356589148,0.17756613756613757,0.07551487414187644
4_152.0,4,0,1.178294573643411,0.16994708994708996,0.08591885441527446
4_153.0,4,0,1.186046511627907,0.1817989417989418,0.06599552572706935
4_154.0,4,0,1.193798449612403,0.20148148148148148,0.07396149949341439
4_155.0,4,0,1.2015503875968991,0.19174603174603175,0.0563230605738576
4_156.0,4,0,1.2093023255813953,0.18984126984126984,0.06652360515021459
4_157.0,4,0,1.2170542635658914,0.27111111111111114,0.08054711246200608
4_158.0,4,0,1.2248062015503876,0.31534391534391537,0.058360655737704915
4_159.0,4,1,1.2325581395348837,0.5267724867724868,0.08082408874801902
4_160.0,4,1,1.2403100775193798,0.7278306878306878,0.0745538284398388
4_161.0,4,1,1.248062015503876,0.7428571428571429,0.1923836389280677
4_162.0,4,1,1.255813953488372,0.7297354497354497,0.11599196095320126
4_163.0,4,1,1.2635658914728682,0.7828571428571428,0.057579003749330476
4_164.0,4,1,1.2713178294573644,0.6262433862433863,0.0614562458249833
4_165.0,4,1,1.2790697674418605,0.5619047619047619,0.04684014869888476
4_166.0,4,1,1.2868217054263567,0.5278306878306879,0.051799130090945035
4_167.0,4,1,1.2945736434108528,0.49523809523809526,0.04715789473684211
4_168.0,4,1,1.302325581395349,0.44105820105820104,0.04058518168947617
4_169.0,4,0,1.310077519379845,0.43174603174603177,0.04433734939759036
4_170.0,4,0,1.317829457364341,0.0,0.02857142857142857
5_0.0,5,0,0.0,0.41115908336100965,0.01583531274742676
5_1.0,5,0,0.007751937984496124,0.5111258718033875,0.017263427109974423
5_2.0,5,0,0.015503875968992248,0.5300564596479574,0.016656384947563233
5_3.0,5,0,0.023255813953488372,0.5307206908003985,0.0166358595194085
5_4.0,5,0,0.031007751937984496,0.4241115908336101,0.018433179723502304
5_5.0,5,1,0.03875968992248062,0.49983394221188976,0.016339869281045753
5_6.0,5,1,0.046511627906976744,0.5337097309863833,0.012254901960784314
5_7.0,5,1,0.05426356589147287,0.5725672534041847,0.015437392795883362
5_8.0,5,1,0.06201550387596899,0.6223845898372634,0.016324381253291206
5_9.0,5,1,0.06976744186046512,0.6333444038525406,0.012422360248447204
5_10.0,5,1,0.07751937984496124,0.6635669212886084,0.013346515076618883
5_11.0,5,1,0.08527131782945736,0.6353370973098639,0.01393188854489164
5_12.0,5,1,0.09302325581395349,0.7030886748588508,0.012138188608776844
5_13.0,5,1,0.10077519379844961,0.6270342079043507,0.015682174594877155
5_14.0,5,1,0.10852713178294573,0.5732314845566258,0.019417475728155338
5_15.0,5,1,0.11627906976744186,0.5984722683493856,0.01751505199781062
5_16.0,5,0,0.12403100775193798,0.5692460976419794,0.012075905692926969
5_17.0,5,1,0.13178294573643412,0.5509797409498506,0.017814726840855107
5_18.0,5,0,0.13953488372093023,0.5360345400199269,0.012812690665039659
5_19.0,5,0,0.14728682170542637,0.5695782132181999,0.021264367816091954
5_20.0,5,0,0.15503875968992248,0.5685818664895383,0.027058146229130685
5_21.0,5,0,0.16279069767441862,0.503819329126536,0.017509727626459144
5_22.0,5,0,0.17054263565891473,0.45001660577881103,0.018115942028985508
5_23.0,5,1,0.17829457364341086,0.4178013948854201,0.018706157443491817
5_24.0,5,0,0.18604651162790697,0.5264031883095317,0.019254658385093167
5_25.0,5,1,0.1937984496124031,0.6034540019926935,0.16503800217155265
5_26.0,5,1,0.20155038759689922,0.7479242776486217,0.15942028985507245
5_27.0,5,1,0.20930232558139536,0.6861507804716042,0.1482544237207078
5_28.0,5,1,0.21705426356589147,0.609432082364663,0.1381720430107527
5_29.0,5,1,0.2248062015503876,0.5689139820657589,0.11507479861910241
5_30.0,5,1,0.23255813953488372,0.5390235802059117,0.10861650485436893
5_31.0,5,1,0.24031007751937986,0.5479907007638658,0.08238805970149254
5_32.0,5,1,0.24806201550387597,0.5626037861175689,0.08027923211169284
5_33.0,5,1,0.2558139534883721,0.5327133842577216,0.06445672191528545
5_34.0,5,1,0.26356589147286824,0.4818997010959814,0.07452574525745258
5_35.0,5,0,0.2713178294573643,0.45001660577881103,0.08188405797101449
5_36.0,5,0,0.27906976744186046,0.44636333444038523,0.0635500365230095
5_37.0,5,1,0.2868217054263566,0.5054799070076387,0.13380736910148675
5_38.0,5,0,0.29457364341085274,0.5964795748920625,0.11641954969796815
5_39.0,5,0,0.3023255813953488,0.5177681833277981,0.08017676767676768
5_40.0,5,0,0.31007751937984496,0.49485220856858186,0.061386138613861385
5_41.0,5,0,0.3178294573643411,0.4377283294586516,0.049143708116157855
5_42.0,5,1,0.32558139534883723,0.5131185652607108,0.062420382165605096
5_43.0,5,1,0.3333333333333333,0.4476917967452674,0.07137654770575383
5_44.0,5,1,0.34108527131782945,0.3719694453669877,0.05851528384279476
5_45.0,5,0,0.3488372093023256,0.37495848555297245,0.07279029462738301
5_46.0,5,1,0.35658914728682173,0.6081036200597808,0.07704741379310345
5_47.0,5,1,0.3643410852713178,0.6781800066423115,0.0686985970004838
5_48.0,5,1,0.37209302325581395,0.5181002989040187,0.08138801261829653
5_49.0,5,0,0.3798449612403101,0.46961142477582196,0.0729673384294649
5_50.0,5,1,0.3875968992248062,0.403188309531717,0.07183212267958031
5_51.0,5,0,0.3953488372093023,0.3852540684158087,0.049789029535864976
5_52.0,5,0,0.40310077519379844,0.336100963135171,0.044358727097396335
5_53.0,5,0,0.4108527131782946,0.3480571238791099,0.05871388630009319
5_54.0,5,0,0.4186046511627907,0.3251411491198937,0.044820717131474105
5_55.0,5,0,0.4263565891472868,0.39554965127864494,0.07648026315789473
5_56.0,5,0,0.43410852713178294,0.315841912985719,0.06864754098360656
5_57.0,5,1,0.4418604651162791,0.4440385254068416,0.06461086637298091
5_58.0,5,1,0.4496124031007752,0.44735968116904684,0.09037900874635568
5_59.0,5,1,0.4573643410852713,0.656924609764198,0.21318022965551672
5_60.0,5,1,0.46511627906976744,0.5888409166389904,0.1585094549499444
5_61.0,5,1,0.4728682170542636,0.524078379275988,0.13100436681222707
5_62.0,5,1,0.4806201550387597,0.44104948522085685,0.12416851441241686
5_63.0,5,1,0.4883720930232558,0.4141481235469944,0.1069182389937107
5_64.0,5,1,0.49612403100775193,0.3600132846230488,0.10009017132551848
5_65.0,5,1,0.5038759689922481,0.3407505812022584,0.071360608943863
5_66.0,5,1,0.5116279069767442,0.3155097974094985,0.09025641025641026
5_67.0,5,1,0.5193798449612403,0.29591497841248754,0.08842794759825327
5_68.0,5,1,0.5271317829457365,0.2803055463301229,0.06098964326812428
5_69.0,5,1,0.5348837209302325,0.2567253404184656,0.06892230576441102
5_70.0,5,0,0.5426356589147286,0.275323812686815,0.07611241217798595
5_71.0,5,1,0.5503875968992248,0.25273995350381934,0.07124681933842239
5_72.0,5,1,0.5581395348837209,0.23447359681169047,0.06566347469220246
5_73.0,5,0,0.5658914728682171,0.261374958485553,0.06527093596059114
5_74.0,5,1,0.5736434108527132,0.39156426436399866,0.06395348837209303
5_75.0,5,1,0.5813953488372093,0.4184656260378612,0.07081712062256809
5_76.0,5,1,0.5891472868217055,0.33211557622052473,0.06926829268292684
5_77.0,5,1,0.5968992248062015,0.2909332447691797,0.10987791342952276
5_78.0,5,0,0.6046511627906976,0.2706741946197277,0.06190476190476191
5_79.0,5,1,0.6124031007751938,0.29325805380272335,0.05506607929515418
5_80.0,5,0,0.6201550387596899,0.3128528727997343,0.06825232678386763
5_81.0,5,0,0.627906976744186,0.26536034540019926,0.06674757281553398
5_82.0,5,1,0.6356589147286822,0.2563932248422451,0.07277289836888332
5_83.0,5,0,0.6434108527131783,0.2992361341746928,0.05075593952483801
5_84.0,5,1,0.6511627906976745,0.348721355031551,0.11162790697674418
