ID,EventType,Content
4_9,0,* come on germany but a little bit in me wants algeria to win because hoe street will be going nuts if they win ger vs alg worldcup2014 * *        i ve never liked germany and i m not prepared to watch em beat an african team besides alg play a 5 1 3 1 too defensive        *
4_90,0,*            algeria is playing a very brave game but i have no doubts that germany will win this game ger vs alg worldcup             * * this 0 0 tie between germany algeria is surprising to me algeria not backing down looking to score on counters gervsalg worldcup2014 *
4_91,0,*       do the german s have a compound word for the inevitability of germany winning this football match despite algeria playing well      * * needing my bed hurry up score someone hate going to bed not knowing who s won after watching the whole game germany algeria world cup zzz *
4_92,0,* is algeria good or is germany just playing bad looks like germany is playing to not lose and not to win worldcup2014 * *             kinda hoping alg do a number on ger fuck it prediction 1 0 to algeria worldcup2014 gervsalg              *
4_93,1,* although algeria plays really good i guess germany will win this match again because the ref always prefers them to the other teams * *                                       67 germany algeria 0 0 geralg worldcup last16 ger vs alg                                      *
4_94,0,*                   is ger sleeping in this game gervsalg worldcup2014 worldcup let s go germany watching germany vs algeria                  * * algeria is luking good by putting pressure on the germans great defence showed by algeria against germany cheering for germany hope it wins *
4_95,1,* 69 second change for germany as sami khedira replaces the injured mustafi worldcup ger alg * *       big losing day today i hope algeria wins if germany can t fucking score in reg       *
4_96,0,*    70 sami khedira is on to replace the injured mustafi with phillip lahm talking over at right back ger worldcup gervsalg     * * algeria 0 0 germany gervsalg algeria have been defending great 70 min of game germany can t score that a lot for team like alg *
4_97,0,*               khedira do something please germany algeria ger alg worldcup2014 worldcup brazil               * * hamstring injury for ger mustafi now lahm play in natural position at least happyaccident for germany geralg *
4_98,1,*                 never mind sweeper keeper neuer is playing the holding midfield role germany ger wc2014 worldcup2014                 * * how many times will neur go out of his box to save his goal what do you make of germany s back 4 tonight ger alg worldcup beinbrasil *
4_99,0,* gervsalg 0 0 where algeria already had good pressure on the germans germany winning in last minute or algeria through after penalty shots * *        manuel neuer is germany s best defender sweeper keeper is out in full force i m impressed geralg worldcup2014 sweeperkeeper        *
