Timestamp,Content,ID
114,*                                                    worldcup ger germany vs srb serbia 85 0 1 marin ger sees one of his shots blocked                                                     * * ã ãƒ ãƒ¼ã ¼ 406è å ˆå ºå ã 38æžšã è å šã 2å žã é å ã 10è å ˆã 1å žã ã ãƒ ãƒ¼ã ãƒ¼ãƒ è² ã ã ã ã ã ãƒ ã ã ãƒ ãƒ ãƒ¼ãƒ ãƒ¼ã ã ã œã ã ãƒÿã ¹ã ãƒ ãƒƒã ã ªã ã ã ã ã ã šã ¾ã ã ˆã ï¼ÿ worldcup *,16_113
115,*     what happened germany 3 mins left of the game and you re scoring 0 vs serbia wow good for serbia huge win srb 1 ger 0 worldcup     * * why the fuck are ser playing so lazy that was 4 agenst 3 easy fucking goal i hate teams that lose passion cause there infront worldcup *,16_114
116,* worldcup whatâ s happening ger vs srb serbia perhaps the myth of germany is weak when dealing with eastern europe is still valid * *         familytv fussball wm 2010 live ger srb worldcup www familytv eu ich glaub gegen aus warenâ s wohl zu viele tore          *,16_115
117,*         e a alemanha ger ta perdendo pra sã rvia srb essa ã a copa das zebras africadosul safari worldcup         * * worldcup live ger 90 3 minutes de temps additionel l allemagne n arrive pas a revenir au score et semble fatiguee *,16_116
118,*              3 minutes of stoppage time hoping germany scores to tie it s still ger 0 srb 1 worldcup fifa              * * worldcup live 90 this game is slipping away from germany last time germany lost a game in a group stage was back in 86 *,16_117
119,*                                                                      naku serbia na to extra time na lang srb 1 0 ger worldcup                                                                      * * worldcup svn good luck slovenia rt â â â ˆâ â â â â â ˆâ â â ˆâ â â â œâ ˆâ â â â ˆâ â â â â â ˆâ â â â â ˆâ â â ˆâ â â â â ˆâ â â â ˆâ â â â â ˆâ ˆâ â ˆâ â ˆâ ˆâ â ˆâ ˆâ â ˆâ â â ˆâ â â â ˆâ â 9 *,16_118
120,*                                         full time ger germany 0 1 srb serbia worldcup                                         * * ger heading for their first defeat in the group stages since 1986 srb have never won a wc game up till today history worldcup *,16_119
121,*    full time serbia 1 0 germany fifa srb ger worldcup wc2010     * * germany upset by serbia group d intrigue ger 0 1 srb ft worldcup *,16_120
122,* germany is awarded their first defeat in wc finals since 1986 by serbia as they lose 1 0 what a match ger srb worldcup wc2010 * *    srb wins 1 0 over germany ger have not lost a game in the group stage since 1986 when they lost to denmark wow worldcup    *,16_121
123,*         another shocking result germany ger lost to serbia srb 0 1 this is probably the most unpredicted worldcup i ve ever seen        * * wow second big upset of the group stage serbia beats germany helps when the card happy ref sends off the other team s best guy worldcup *,16_122
124,* worldcup srb 1 0 ger big upset and well played by serbia was cheering for them group d now wide open go aus we play gha in 24hrs * *  serbia beats germany 1 0 germany loses a group match first time after 1986 fifa world cup 2010 getting exciting worldcup fifa   *,16_123
125,*          germany just lost to serbia 0 1 ger srb see now things are getting interesting worldcup soccer fifa          * * i predicted this upset serbia defeats germany 1 0 what a game usa up next and they will win too worldcup serbia usmnt *,16_124
126,*                                           soccer germany loses to serbia srb 1 0 in worldcup groupd game 1st loss for ger in group stage since 1986                                            * * æ å µã ªå åˆ ã å½ ã ÿã ã ã ã ¾ã ã ÿã å ã ç ¹ã ã ã ã ã ã ªã œã ã ãƒ ã ¹ãƒˆ16ã å ã ã ã è å šã ç ç ã œç ã ã ãƒ ãƒ¼ãƒ ã ã ãƒ ãƒ ã ãƒ³ã ãƒ ã ã ã ãƒ¼ã ã ãƒ ã ãƒ ã ã ä ã ã šã œã ã ªã ã ger worldcup *,16_125
127,*                             ger germany 0 1 srb serbia full time worldcup ð ñƒ ð ð½ñƒ                             * * worldcup ger v ser serbia hang on and win great game of football also good to see the germans loose 1 nill serbia *,16_126
128,*                                                      group d ger 0 1 srb woah serbia beat germany that s crazy i blame this on the referee worldcup wc2010                                                       * * worldcup ä é å 10æžšã ã ã ãƒ ãƒ¼ã ãƒ¼ãƒ â ã å å škloseã œé å ã ã ªã šã ãƒ ã è å ˆã é ã ãƒ ã ãƒ ã ç ¹è ã ã ã ã ã ã ã ÿã ã æœ å¾œã ¾ã ä½ ã ã ã ãƒÿãƒ³ã ã ã ã šã stojkovicã ç žï¼ ï¼ ãƒ ãƒ³ãƒ ã ã ã podolskiã fkã ã *,16_127
129,*       yet another shocker in this year wc srb 1st win in the wc has beaten ger 1st group stages lose since 86 1 0 worldcup      * * morning all woke up to watch germany lose to serbia in this morning s worldcup match aww that s a shame next up usa vs slovenia *,16_128
130,*  i m loving it that srb upset ger 1 0 but as a fan i feel fortunate because my serbs don t pass possess the ball finish well worldcup * * serbia beat germany 1 0 worldcup a sensation as miroslav klose is sent off and lukas podolski misses a penalty as serbia stun germany *,16_129
